distance (um),rise (mv)
366.62942479218384,0.086129922153944
332.3627038342653,0.08613340722931184
284.09204964905183,0.08688392588481975
319.81678527885805,0.08662390794513897
287.3384268763413,0.08675959555257862
273.1740506397016,0.08639793559220266
310.3791869806799,0.08629615438853477
339.64848240112195,0.0865468391524189
353.9081363761336,0.08610340942486516
332.45571949877706,0.08622196766832246
279.3163978606613,0.08662672686955375
243.30337929799583,0.08739161291344999
297.5176478743944,0.08672086008533597
249.88772615812866,0.08675528909472519
250.4930061390089,0.08672956068508597
307.3128266615111,0.08619681958366243
286.0461846040754,0.08659699721729908
349.8424069244102,0.08617948285284172
264.3055881579693,0.08709339646352987
307.91509374579965,0.08660031085439357
307.93791514970263,0.08673279001764911
365.05385703190007,0.08621568836171889
342.67614960591266,0.0866196711934748
236.87848013287837,0.08445338938420832
279.99974575235956,0.0838771850641109
318.0075257127137,0.08321769731144002
278.4731560334489,0.08408135816755191
230.37387596950657,0.08355875660149081
306.62401054037,0.08389702013951705
332.6706823153843,0.08335499606070584
288.0545962647469,0.08332079022076755
253.18884146854356,0.08368989544500494
315.7060848335224,0.083801550507971
292.1885380985385,0.08392254312970238
264.86152091442455,0.0833985158467101
216.3838684110425,0.08363904031003244
239.58068395299043,0.08408821825609891
313.8234257362929,0.08348891953026794
274.7477712766978,0.08406829884188483
267.7706834195201,0.08398177213602764
308.6772232251083,0.08323169424976129
248.14982613400682,0.08415977191556578
214.4383573606085,0.08401360010897463
340.69731351121163,0.08319327241727592
292.95768064725604,0.08393928117716598
258.16310140777506,0.08424428432550712
329.1436486495737,0.08338153328043063
313.941831536228,0.08405036021819967
252.44425973341188,0.08406873970660911
232.2439817465453,0.08394113303606332
269.0757334050903,0.08410946019216681
192.62229341970166,0.09767816354550973
205.5699132245225,0.09758360190764392
148.09135132889713,0.09807037410769226
124.75833366055451,0.09800635878325181
185.12021786372014,0.09770057522470665
186.89285216964058,0.09755462965937056
224.53492505205153,0.09716601005311531
172.1140879111611,0.09766341357587294
207.10064932423475,0.09718822856723364
229.57991807746242,0.09710762289358854
167.68453547991527,0.09806617546995255
228.64644173959258,0.09709567842618583
162.81866094316206,0.09788397252199843
156.0733454080153,0.09748407409917093
126.3806639648634,0.09744116082853793
120.76769941942709,0.09788088079309887
141.97954221701147,0.09831230787693812
203.64810436739603,0.09761232007305409
165.2332617717721,0.09691742194081598
242.06728839773703,0.0970792507232261
204.1981093405863,0.09753640699311461
149.13022933129247,0.09711147025195999
145.6020763085653,0.09835845999027981
213.9597909299279,0.09707218393270978
178.88693433630334,0.09774110751759224
221.19244579749417,0.09767864117283409
186.35446340702674,0.09684894693708657
182.4803668792513,0.09784854932021858
