Pulse,0
Type,square pulse
Delay,0.01
Duration,0.2
0,-1.646413747279919e-05,-1.8302326390050043,-3.4917685507202947,-4.98868041310557,-6.323933986131569,-7.4994242208262,-8.515987811249943,-9.202287082737982,-9.446991797033565,-9.468184016738249,-10.075826752561587,-17.03440147705986,-41.90021804130107,-78.33261209432831,-114.54649959064899,-150.66698311475898,-185.61071585171652,-220.69713557165213,-256.04178380863516,-280.19312216996514,-286.95427573562307,-287.54469257771683,-287.35025522081304,-285.1250250938138,-277.2511884297121,-265.99367665616455,-255.0166143607492,-244.2168034553152,-239.23461386749258,-239.31908802453557,-239.43683794561505,-239.54028256383762,-239.5715679972132,-239.57431283873694,-239.52237451788992,-238.927579717312,-236.80150696241793,-233.68289251902186,-230.57794671329123,-227.47444045089196,-224.3601723999934,-223.91064551280985,-223.11524938557005,-221.82966440973274,-221.47115034534423,-221.43985106082323,-221.4133114847075,-221.1092845008576,-220.01726233419197,-218.3971975959438,-216.7715753438396,-215.13953346512207,-213.50008604047483,-212.03459857035838,-210.5618482838716,-210.05419475715752,-209.9516714794367,-209.9427207188804,-209.9399892672053,-209.9086951583757,-208.77335157370823,-207.0932384354009,-205.4099863289201,-203.72116795136742,-202.02424865078683,-200.31653754379835,-199.9109249047689,-199.30089513065528,-199.1307745829085,-199.11592292308745,-199.10372890757284,-198.964043595472,-198.46282471540957,-198.2176005579889,-196.2298036576881,-194.2499608214111,-192.27236292848985,-190.29134415340891,-189.23569833322262,-188.51763667529778,-188.47014551847073,-188.46599855425487,-188.4579275363963,-188.36546380148638,-187.3223699428524,-185.7761842523788,-185.53448962242516,-184.46926359256838,-183.40808349872242,-182.35242197242223,-181.30385807426805,-179.6724886774516,-179.21797524919523,-179.17829672876502,-179.1595380994644,-178.94465646806657,-178.17344740113867,-176.72784169424114,-175.2801330437933,-175.0776320968827,-174.40282064116215,-172.67865924753772,-170.95994658722566,-169.73670583315283,-169.39565197755704,-169.3658771747943,-169.35483536039433,-169.22833706132246,-168.7737155495899,-168.26369374892874,-166.5892689948133,-164.91428416073688,-164.5371231735486,-162.9186921327131,-161.88306393683126,-161.18007823009646,-161.0909597673022,-161.08317876055816,-161.0674413752567,-160.88715844241233,-160.23952698813588,-159.27857692555648,-158.03453749565975,-157.37441837009027,-156.710770294185,-156.04601018678773,-155.254809057258,-154.72161612057013,-154.3971095847677,-154.3687813821375,-154.36280451885148,-154.294348366169,-153.5611264403015,-152.47926040313632,-151.39944861289558,-150.49240069932952,-149.38850608818845,-148.28633577323632,-147.18515801009207,-146.3060793560243,-146.21132460650512,-146.2030524527198,-146.2005181563399,-146.1714866859395,-146.06758084462666,-144.5706973758624,-143.07577572911939,-141.57838984962106,-140.756809933853,-139.92995867458168,-139.09940087892966,-138.53639356999832,-138.37941751775278,-138.36571338395265,-138.3613772738091,-138.31170400626627,-137.52938606767228,-136.52168689775175,-135.51252648709655,-133.80321813239544,-133.47076992856233,-132.628837078476,-131.78423477902106,-131.21194837737815,-131.05237577844827,-131.03844486319832,-131.0114368931167,-130.70205636226467,-129.591219446399,-129.47040016318653,-128.71454255020186,-127.959036794924,-127.07253322212094,-126.16613865433581,-125.1416067174526,-124.44852371691468,-124.25527342825134,-124.23840226935613,-124.21709326890192,-123.97299149220692,-123.09635894982429,-121.79362991462679,-121.71768493186553,-121.50082640201266,-120.85943469681449,-120.21961250535789,-119.28533130936455,-118.64612388284037,-118.46799860825956,-118.45244844031069,-118.43833349379697,-118.27664635557178,-117.69632842507694,-116.8368423102838,-115.97527690176952,-114.73232180810774,-114.35936557931849,-114.07454781892265,-113.78960811648625,-112.83416158464942,-112.76990134665397,-112.76429170474894,-112.74903476451192,-112.5742696712256,-111.94719818273335,-111.01891433226837,-110.08835093718031,-109.30465403464264,-108.51684618493553,-108.03056093872245,-106.84423260720484,-106.78092588316885,-106.76314242156457,-106.76158957105636,-106.7604544617385,-106.747448470994,-106.70083790039236,-105.67813877865115,-104.65664378061703,-103.63342413224244,-102.79044282330301,-101.9414217154699,-101.6700763634433,-101.54971802609812,-101.51613452732941,-101.51320280834508,-101.50648493455842,-101.42953349426627,-100.67142115510431,-99.90863776278822,-99.2951654769275,-98.67975227061005,-98.00393523135703,-97.3268147405648,-96.64840011027394,-96.18886224126948,-96.16305630290701,-96.16080332762259,-96.14559842735227,-95.97142560517561,-95.34621960947561,-94.58230794883153,-94.0900823991138,-93.59589629520005,-92.99620881775719,-92.3571217254711,-91.71809886399113,-91.28619542046395,-91.16585268111554,-91.15534703241497,-91.13753840250764,-90.93354237869919,-90.2013895392315,-89.45196847690117,-88.61696549079939,-88.1766507246727,-87.73260292286938,-87.11276108867833,-86.49121806756324,-86.06997659715049,-85.95249271713874,-85.94223602790305,-85.9294637217439,-85.78315162827701,-85.25769160880505,-84.4774228571528,-84.13175590764206,-83.95175097648985,-83.39724608573852,-82.84349146015234,-82.20904907027058,-81.71853181630672,-81.58179017864325,-81.56985246875374,-81.56078678527334,-81.45693560511745,-81.08401458252212,-80.5311587677314,-79.9767711078681,-79.48304188296854,-78.9876978619438,-78.466281975464,-78.0529509403366,-77.77313781152709,-77.69516585184657,-77.68835909597752,-77.6879263711428,-77.68297094848164,-77.26143276680524,-76.63847397192657,-76.01516081000906,-75.39057361157847,-75.2996272775591,-74.5469221053144,-74.22346352293471,-73.70621418727295,-73.56206460152454,-73.54948036390486,-73.54229600744938,-73.4599973342561,-73.1645673219119,-72.72752005117546,-72.22479307410082,-71.72252668304512,-71.22069211078076,-70.74552450499185,-69.77378417566624,-69.66996813021738,-69.6409343046505,-69.63839933918227,-69.63350319918239,-69.57741451973007,-69.37599768055851,-69.07845065069397,-68.78275242549745,-68.18769118133486,-67.59477415976552,-67.00283191080302,-66.22741277166524,-66.10974764571813,-66.10519230958374,-66.10479446341445,-66.1022829132707,-66.07351184176156,-65.97030632137657,-65.54671146013033,-65.12532018281885,-64.70639829098083,-64.29025920981552,-63.80254283325985,-63.317717521382164,-62.72960683390442,-62.56572866941545,-62.55838189721278,-62.55350061874281,-62.49758380007301,-62.41941019521702,-62.00604587232609,-61.49711092070573,-60.989695988571754,-60.4832659602137,-59.97730471441321,-59.02774493126135,-58.98853942470583,-58.97746710342997,-58.97649993940862,-58.97538196127787,-58.96256963536695,-58.91638018806739,-58.67910399750369,-58.332312562996265,-57.803718636041175,-57.27658670684143,-56.74965884475165,-56.22168105468976,-56.177273720223496,-56.164876778268585,-56.1637946214452,-56.16125991309058,-56.13222630323612,-55.522585736407656,-55.47869646424405,-55.06230088721343,-54.46084260874131,-54.08660330863276,-53.71130969788807,-53.33513360204757,-53.08032216178893,-53.009271427625244,-53.003068580375306,-52.99263437462945,-52.873108419210105,-52.44393143866605,-52.36645712159989,-52.338198417867936,-51.49179745997473,-51.16171571853828,-50.83043532038043,-50.50071612947768,-50.27738695838678,-50.21512304021425,-50.209687353337415,-50.20348761957521,-50.132468455074765,-49.87751711161404,-49.49977210150092,-49.39166523235263,-48.96503633886036,-48.53885667588803,-48.11237564559871,-48.01981710595359,-47.67818893129564,-47.583002942762924,-47.57469333274463,-47.57056754422718,-47.52330669640467,-47.3537400804982,-47.10359959914613,-46.85497703427271,-46.34071133097253,-45.90633170706572,-45.47199963060095,-45.036915364605605,-44.864986987677156,-44.81700875148119,-44.81282001096449,-44.81158146258008,-44.79739066146179,-44.559322433389674,-44.206518548971545,-43.85263666471328,-43.646380796406135,-43.4395222429709,-43.17054615808633,-42.83922992097034,-42.61549899001665,-42.55316669482998,-42.547725243506314,-42.541988679365524,-42.476277396979334,-42.27423226908754,-41.97557954406782,-41.564478362990144,-41.15281358794122,-40.891934241623034,-40.63004488720337,-40.34541919992232,-40.116912556183905,-40.05319975772636,-40.04763751565306,-40.04304160423065,-39.990393313810095,-39.80133309180543,-39.551136093009944,-39.30070619847224,-38.956704326098176,-38.63415068765591,-38.39944086545754,-38.16430583747259,-37.948494361275934,-37.888338051859776,-37.88308638319823,-37.878717154443386,-37.82866660381926,-37.64899011505398,-37.515169074366014,-37.3822781961807,-36.793224450530374,-36.65683059663853,-36.457461499230504,-35.854333099083256,-35.821905402656576,-35.812832155634794,-35.81204001037177,-35.80838763823026,-35.76654939218558,-35.61640104803902,-35.394503264737764,-35.15047979232372,-34.907206137041726,-34.29913576294239,-34.20353887965706,-33.974405874055066,-33.819251436498156,-33.77600348419132,-33.772227961245996,-33.76956525773205,-33.739063789992734,-33.5932004769978,-33.377779025712,-33.163072989705576,-32.94947963804732,-32.498054474443705,-32.209018382280355,-31.874222848456007,-31.804142409019448,-31.784599422992436,-31.782893370050303,-31.777814650262393,-31.719638533619435,-31.5108762313389,-31.217032053594693,-30.92259420201362,-30.627251772097573,-30.330676413983213,-30.129126528968314,-29.920700601977337,-29.7793523690747,-29.739938309490384,-29.736497413876915,-29.736099598734963,-29.731541647082228,-29.53854322007784,-29.252929738943617,-29.008898349025586,-28.76430008677944,-28.51909904406476,-28.27324768773862,-28.11856614135241,-27.87948000738335,-27.851313748341934,-27.84885469150874,-27.845300242884512,-27.80458220833116,-27.65835216360251,-27.502357468998284,-27.346439688098805,-27.072137479279288,-26.797947215751083,-26.52334785141259,-26.247810450394397,-26.225865039355234,-26.21972592321719,-26.219189970387177,-26.219197029298176,-26.206322023292714,-26.160184943243603,-26.116420078797294,-25.667854622032607,-25.433799807613173,-25.183044330511187,-24.932456217373378,-24.68174227492645,-24.51195843309337,-24.50807321266528,-24.507733932449117,-24.504542555893106,-24.467984464868362,-24.336742356592662,-24.142459710275283,-23.877618442096384,-23.612190570453205,-23.439073333579795,-23.265104361186864,-23.090553047322818,-22.97232585246507,-22.93936905276587,-22.93649193266537,-22.93595847963688,-22.929847505711464,-22.907968073263778,-22.559486532606,-22.21086024656956,-22.00705812246308,-21.80166694823123,-21.674551065851652,-21.546358238368267,-21.45935993339467,-21.43510928851176,-21.432992244437067,-21.428652016294254,-21.378934967994716,-21.200499571858494,-20.946778674372766,-20.691909092687563,-20.435289676851625,-20.460178545918005,-20.227880196334773,-20.105696993534856,-20.02676230052144,-20.00477056849743,-20.002850791230372,-20.00040484985381,-19.97238760652084,-19.871916211148378,-19.723848268445057,-19.495316644012888,-19.267396225332142,-19.03976741496573,-18.769006550647887,-18.67660017674921,-18.44365239328866,-18.43937049804523,-18.438996525343793,-18.436248044446643,-18.40476254685163,-18.291677890300207,-18.124025442082463,-17.966116142838175,-17.808009478655965,-17.649837807845863,-17.49173223502399,-17.23789885687085,-17.182305563950965,-17.17432729115046,-17.17363088384311,-17.170010791351004,-17.128543875047818,-16.979785828142063,-16.817851339079223,-16.656050006967227,-16.439716053795895,-16.22339158963254,-16.00676602554212,-15.820837731216049,-15.694693243606714,-15.659494287850524,-15.656421213652333,-15.65620878736609,-15.65377262276995,-15.644924183063768,-15.54351526940378,-15.442963761469256,-15.243921293438309,-15.045782719068143,-14.848142885852928,-14.650606259825429,-14.621247889521012,-14.613093003249634,-14.612381307208574,-14.60670697754872,-14.541710260990836,-14.308543316205952,-14.26773887863474,-14.108516458564848,-13.91466655105433,-13.692359429664993,-13.470250092326387,-13.24795716319389,-13.097288351497292,-13.095859494693,-13.09573455972425,-13.094273084553794,-13.077529888017024,-13.017356481112913,-12.928391282648382,-12.834305656797248,-12.547820614831384,-12.312595517985333,-12.155565626878907,-11.997942345375947,-11.890980784520492,-11.861134261902857,-11.858528487236791,-11.857903046613322,-11.850736253044655,-11.824918882444074,-11.665211371168734,-11.505407986849736,-11.391226535809537,-11.125883964884373,-11.062355946130324,-11.029555061897,-11.007415452157739,-11.001288785330937,-11.000754231417348,-10.99672616800751,-10.950588323889104,-10.785185676009883,-10.540697623846665,-10.36483747445049,-10.188271949371272,-9.974404209044483,-9.84821337389121,-9.720994736349278,-9.680305404771143,-9.669496286694855,-9.66855267675582,-9.665506241878468,-9.63060967978138,-9.50538435382219,-9.319987776052889,-9.147120821619326,-8.9736954811913,-8.79956215117017,-8.764082918785336,-8.625852354737278,-8.46213024896015,-8.416495973076008,-8.412512061223916,-8.411254711652647,-8.396850620863292,-8.345119083616403,-8.138559021891842,-7.931640487196411,-7.771933591875145,-7.611105204349551,-7.5227846621132155,-7.437435000212366,-7.379483081278824,-7.388894479770608,-7.3897161788158146,-7.386603127093672,-7.350944526938966,-7.2230395013456254,-7.033827429339016,-6.917751076453415,-6.801584268076706,-6.62600136437427,-6.450379926564889,-6.431447844209487,-6.251795300193538,-6.201743306253898,-6.197373834120667,-6.194414562545916,-6.16051610026723,-6.038849977573267,-5.823351559468659,-5.606921656100261,-5.592101629339261,-5.497920894909629,-5.317280707297117,-5.136364591921975,-5.08322904498335,-5.068406968747834,-5.067112981900627,-5.065571075669092,-5.047908240995403,-4.984521733266968,-4.891018558375874,-4.798178895247016,-4.61671961957007,-4.435963411785324,-4.27724804942248,-4.118704959701052,-4.011528424079925,-4.004709464784125,-4.004114210063874,-4.001611693261724,-3.972945931016952,-3.870101604580988,-3.7180235103603754,-3.565922487675161,-3.413731303565197,-3.250376605921753,-3.0866896132055617,-2.953675566120488,-2.863469033387328,-2.8383074965471273,-2.8361108076771586,-2.8355555153850722,-2.829193344403845,-2.820847603178099,-2.68296713464632,-2.5455634120983595,-2.4085618110653426,-2.2718954622461287,-2.079634046758942,-1.8870789785578983,-1.856580296438953,-1.8382427907669885,-1.8366418467946952,-1.834886442016072,-1.814777195441804,-1.7425523266347471,-1.6568225887459158,-1.480840822605376,-1.3043758883221352,-1.1268675983083667,-0.9477356432011457,-0.8859422283548996,-0.8429548734246579,-0.8144354601272371,-0.8119451789695772,-0.8111614294005245,-0.8021769678464843,-0.7695533145529678,-0.5029770564512195,-0.4127819699008839,-0.31830371229314197,-0.21894122612749944,-0.11399925846685897,-0.002674952544942359,-3.067818374684123e-08
1,-9.701918422871326e-05,-14.045751910202075,-27.50597394090583,-40.451969262614895,-52.949234045327515,-65.0582817482053,-76.83531506195807,-97.9067713408884,-105.23646354633318,-105.87444709605957,-105.9304496929515,-106.57274244863916,-123.69515020176559,-148.86310080245633,-169.04882585212226,-189.2751481666573,-209.6220157201518,-230.17191463473137,-251.0116059724079,-254.38688446397623,-255.34765091067416,-255.43140286764535,-255.45482557044434,-255.72519081716098,-256.7722246641049,-248.7322646442844,-240.16696905476863,-238.01875812870685,-235.97458710131332,-234.01072433293638,-232.10512911963855,-231.8927828789997,-231.83605268337152,-231.8311266986885,-231.8044566933941,-231.49823668970112,-230.40552549191017,-228.50077450221272,-225.69166628628255,-224.88172733436204,-224.0863380446564,-222.01944406925503,-219.96554830875766,-218.5815510938553,-218.3920391239748,-218.37554200631254,-218.3315816587989,-217.82660548641834,-216.01103058050134,-214.68108438793172,-213.12991097960258,-211.56799825081805,-210.745506501715,-209.91699213698544,-208.31250546776118,-207.22695979126607,-207.10377210581413,-207.09304742406087,-207.06645561016595,-206.7609814153775,-205.6622273100981,-204.03117470545516,-202.69781644842695,-200.22659688661201,-199.5691205183238,-198.66308002647162,-197.74639610380993,-197.59124932535178,-197.54813580826712,-197.54455249922546,-197.51549658104653,-197.1817371985117,-195.98242366351332,-194.20641599438403,-192.61437414828237,-191.3173935764791,-190.01257017284064,-188.9701935588074,-187.92343721764985,-186.80348881814913,-186.49168962035398,-186.46454482997362,-186.4570713097272,-186.3712031732843,-185.9995750028599,-184.6115733149424,-183.5958885166704,-182.5808516754702,-180.45820550159323,-179.61050304334236,-178.7579263826278,-178.1807711506982,-178.02025795085407,-178.00628516820012,-177.99650239118424,-177.884131390064,-176.69978252227725,-174.94545382568234,-174.90296792493993,-172.69888671193613,-171.7221645748462,-170.7414651864214,-169.53496617173946,-168.71834356152942,-168.4910235776623,-168.47123375483685,-168.4652632841891,-168.3966700991626,-168.14991537961518,-167.11299980925696,-166.08140178823496,-164.7683053636122,-163.84447839038677,-162.3940010269164,-161.00342243403216,-160.0633259452268,-159.8016282664571,-159.77884541093826,-159.7753632605287,-159.7353498677652,-159.59112868332468,-158.25620982401045,-156.92186427792635,-156.2704512205105,-155.61981086820916,-154.6427054506986,-153.4205420131643,-152.47884202425257,-152.21686553714736,-152.19405924410572,-152.19100401026088,-152.1559041770501,-152.02989120048466,-150.9129087706138,-149.8009570206658,-148.6926441527962,-147.51999635343287,-146.3476749595749,-144.78548020699506,-144.61136396583566,-144.56275797048252,-144.55852625247877,-144.5403445144188,-144.33148302717723,-143.58035308568915,-142.79615876224904,-142.01116837279858,-141.22711989542816,-140.16853107645255,-139.44465975713638,-138.72472220282322,-137.48876809318446,-137.36732244282848,-137.35675042341038,-137.3454349258899,-137.08802278786192,-136.1626714340515,-135.21855549476606,-134.27192492097217,-133.32311229125696,-132.1829397706355,-131.03904069656792,-129.55989103988838,-129.49967269560673,-129.48259962395855,-129.48111223094278,-129.47822170855494,-129.44500615242166,-129.32526393465938,-128.4858444802249,-127.65011967911,-126.81831061749621,-125.99072082967002,-124.85292762587324,-123.71678296709887,-122.94823484009923,-122.92029857755263,-122.91786597549077,-122.89569190925748,-122.64096645818653,-121.72459332261401,-121.48715406624675,-121.24893242441058,-120.45896493567723,-119.67454166407705,-118.5789345833573,-117.48608109083894,-116.74747304271196,-116.54185527539545,-116.52395452650555,-116.51774071164627,-116.44634956914346,-116.18919760475596,-115.90174611530449,-114.95325555381386,-114.00722484080393,-113.40760394385968,-112.66619089527836,-111.92589090770673,-111.42630222737874,-111.28738045497077,-111.27528712843622,-111.25418266170087,-111.0117540420238,-110.14017072981702,-109.14210537377295,-108.74300895282603,-108.34046827392206,-107.93814865571059,-106.92821509066303,-106.04058626154745,-105.44037217528215,-105.27328852584925,-105.258742589683,-105.24821484651333,-105.12727186185475,-104.69202184044205,-104.0459878006264,-103.56301694599252,-102.65653254279921,-102.36833621249761,-102.08184621187667,-101.39195231827826,-100.61905622331432,-100.40419048493749,-100.38548611025124,-100.37068293733387,-100.2006399708665,-99.58951329494089,-98.68422430412218,-98.07336305962114,-97.65894941603804,-97.24574744652207,-96.12141945001636,-95.2595932131711,-94.67603421710145,-94.65423731282922,-94.65233917619831,-94.64271020165378,-94.53209339254855,-94.13408663707303,-93.54395875381877,-93.28912226558371,-92.60501523572889,-91.72733218152553,-90.8506122648318,-90.65800606232871,-89.86604446692269,-89.64571856580817,-89.62653797829385,-89.60941431737412,-89.4127049693818,-88.70499912335428,-88.38328900498368,-87.67102899500281,-87.46034034602908,-86.74575431545796,-86.03006804072402,-85.31192112261436,-85.15579323885973,-85.11227945578445,-85.10849124430699,-85.10041208262945,-85.00760329339829,-84.67390757448847,-84.18032352504903,-83.6878418196952,-82.90009470695384,-82.30493256261046,-81.54600148856167,-80.78433653036755,-80.65853083717846,-80.62339858618724,-80.62033974024152,-80.61810594979313,-80.59244128381722,-80.50009901168002,-79.86660234825936,-79.2343821759233,-78.46362755785117,-78.28439492253844,-77.70545850067636,-77.12703432728273,-76.7361329005389,-76.7225940017004,-76.72141553977299,-76.71104803091555,-76.59195630691137,-76.1639145427826,-75.53002090576994,-75.17337087974246,-74.6744889466329,-74.1765773576743,-74.1916674571355,-73.14667103318757,-72.44196533934716,-72.24582469519741,-72.22874905478065,-72.23220719669979,-72.27192098384315,-71.95235703316035,-71.47804707310034,-71.00212569168627,-70.55711148075467,-70.11024788421952,-69.66153692410903,-69.46096555893322,-69.13596324944731,-69.04558783722837,-69.03772051002966,-69.0367723856472,-69.02588321891888,-68.98705384830299,-68.15823660422234,-67.32971009898438,-67.06221368058654,-66.7931120156507,-65.99530480131747,-65.8342363913567,-65.53440827566322,-65.45100712444732,-65.44374680911514,-65.44173737081901,-65.41865526702233,-64.98382930403162,-64.45691736771388,-63.92874181773268,-63.54112333416111,-63.15220699383928,-62.76270879643046,-62.22672531414853,-61.88958404046249,-61.79572421860746,-61.78755296805887,-61.78404165499247,-61.74370159556119,-61.59850033491392,-61.51540175053494,-60.71726796580256,-60.228398453554504,-59.73871907239541,-59.247387166200504,-58.75352528399775,-58.76259759053156,-58.723471144629386,-58.720065072074526,-58.71558741513444,-58.66415213628001,-58.4793453611931,-58.20722561906951,-57.573321086748415,-57.233163847455344,-56.78040343274758,-56.328468191260754,-55.876946587478024,-55.571864560338994,-55.48697966574382,-55.4795900288507,-55.47397452753058,-55.4094667397955,-55.22221243019041,-54.74997295839011,-54.22381084550857,-53.69624166286503,-53.35754104535596,-53.01670528791073,-52.67434697251053,-52.44238182703569,-52.37781662520799,-52.372195841154564,-52.364795143756666,-52.27977988384031,-51.9740209989431,-51.489789867506666,-51.20593413410886,-50.920719681800094,-50.68846586136796,-50.45735877494261,-49.91711448928598,-49.552693822743294,-49.451300402950615,-49.442473542637444,-49.432412165276595,-49.31683212408573,-48.901051772066594,-48.51761839256393,-48.130643693524206,-48.04593285094615,-47.71684239262686,-47.38675565180267,-47.05579717189921,-46.90456397383339,-46.86250022273561,-46.85883855018254,-46.85159203668266,-46.76835122964942,-46.4691532090183,-46.02582577798928,-45.43307360639734,-45.20157638170659,-44.91128101326994,-44.61861754830716,-44.32411554884628,-44.124212417703454,-44.06853504895725,-44.06368780413687,-44.063305903684146,-44.05891529482022,-44.043057740759494,-43.11275253897334,-42.819894464416,-42.689661836502715,-42.59973493385647,-42.50886706539479,-42.18292594334504,-41.96331090126412,-41.90226421498946,-41.896950122873264,-41.89089986903616,-41.82140189606045,-41.57169075241791,-41.20223562756898,-40.59603553554847,-40.48676321901256,-40.24587626530595,-40.00432172448165,-39.76285417196094,-39.44215371889508,-39.352917078209956,-39.345148476651694,-39.34005576377172,-39.28155166364108,-39.071052938276516,-38.75852873227814,-38.44469395276343,-37.927056740770794,-37.8754574912604,-37.64870805979385,-37.42071107739259,-37.26615471044599,-37.22313322091457,-37.21938794038071,-37.21820331555095,-37.20459417804373,-36.969764949440815,-36.621705950689346,-36.27217637151981,-35.92019457324219,-35.84597492550111,-35.66680966473049,-35.486948328519524,-35.36548572161794,-35.331739600415126,-35.32880217078938,-35.32388592988602,-35.26741536748834,-35.06459547413684,-34.765041720400745,-34.42396803346733,-34.08264604119253,-33.86055783633377,-33.64839398427247,-33.31704935739917,-33.09310291935189,-33.03077469294773,-33.02534860524991,-33.02097473144114,-32.97072872690258,-32.78996187903571,-32.52176846943297,-32.25280160103435,-32.029507896695094,-31.80568259866608,-31.604427132103456,-31.40359713286967,-31.148455972400253,-31.077490470637613,-31.071312649555143,-31.066773969920966,-31.014636688788595,-30.82717113235358,-30.54936335418678,-30.27090740246895,-29.99150672896574,-29.735678271915404,-29.5082987847506,-29.28199975669257,-29.128500008805723,-29.0857510639318,-29.082029374022852,-29.081438953500285,-29.07465398182404,-29.050197844829356,-28.754187979551475,-28.45846321688752,-28.162219989793908,-27.86464381466589,-27.85249217260887,-27.652336644387095,-27.467998635887152,-27.416712737385208,-27.41224805096116,-27.408482367805444,-27.365224248813846,-27.209656633712257,-26.979008082190692,-26.747272484845734,-26.514652862298504,-26.280886345497976,-26.045685916887354,-25.97836894469996,-25.913372050680078,-25.89532803120539,-25.893757518094205,-25.88839685675001,-25.826821058721904,-25.605607641108627,-25.27809792186452,-24.949416769673626,-24.748529472164076,-24.545700507720575,-24.3411933046609,-24.18383012226594,-24.003132190043285,-23.995555254188083,-23.99489541275721,-23.99318448160824,-23.973528115974183,-23.83488373084318,-23.629232428467787,-23.42305079205059,-23.21625975424079,-23.008767416397376,-22.89062290924455,-22.787903393913318,-22.585029593300753,-22.528616322119117,-22.523705403084005,-22.522925464518256,-22.51396672853416,-22.303867539715142,-22.10149665662275,-21.89874763327475,-21.69559665406515,-21.49201143998046,-21.28795056894682,-21.21322899299516,-20.9502619848992,-20.93931750579257,-20.938364649764964,-20.937660366968718,-20.929569211589993,-20.900501182978243,-20.648023186093194,-20.396035022410665,-20.172654548028493,-19.94874746927522,-19.72395047006204,-19.59935817236236,-19.503614699561556,-19.476966087557756,-19.47464618971333,-19.474447238312113,-19.472161506870258,-19.365181292649556,-19.207304776329334,-18.952029267995393,-18.69671176649838,-18.504484534447272,-18.311343946801795,-18.149691050099495,-18.03991991463151,-18.081397857744896,-18.085008705028798,-18.08345098303274,-18.065558160640585,-18.00134217666075,-17.79218377829443,-17.533188141718586,-17.2743581273945,-17.014944029608426,-16.95246985312034,-16.736348705634942,-16.590140281390102,-16.5494370894374,-16.54589355018398,-16.5449545014707,-16.53416535736736,-16.19503862352915,-16.130234276048828,-16.066396468101654,-15.879809616789856,-15.692453914041042,-15.504070255190852,-15.479567703992698,-15.347220733503203,-15.310400646957815,-15.307195288604728,-15.302943484420519,-15.254101483888855,-15.078437336270929,-15.03525194507689,-14.709722921391087,-14.692878644022933,-14.548062958916656,-14.403063445499445,-14.257969381038128,-14.18185588941084,-14.171470203551149,-14.170566270947624,-14.166374269808907,-14.118221925574602,-13.945199677093834,-13.664434409237808,-13.493409503176798,-13.320825479025483,-13.25915211192053,-13.081543179025832,-12.903319255345242,-12.860017404858185,-12.847970102560263,-12.84692140823146,-12.84337279202286,-12.802609888961054,-12.656097995686196,-12.478705276153608,-12.300978726041564,-12.055665779938368,-11.915632639752461,-11.774648277856553,-11.554747509145816,-11.51009173747818,-11.497635481492264,-11.496551009637987,-11.493881969966276,-11.463220947233404,-11.352926815388116,-11.189316794534783,-11.053235226835,-10.909409668133843,-10.76539019123044,-10.622909531538049,-10.480446561844127,-10.37354635435291,-10.347454865588283,-10.345183557444619,-10.341822134416297,-10.303209248354712,-10.16440746172418,-9.95863957873878,-9.834006075692812,-9.708821828909342,-9.55587183251976,-9.402717285545888,-9.161558391044078,-9.132021104381497,-9.123782734297562,-9.123065517856924,-9.118729642625244,-9.068922102107807,-8.889792908170651,-8.761367759941285,-8.594511283200628,-8.426461309990236,-8.333295777994536,-8.203103828597083,-8.090139974954164,-8.013559051135033,-7.997988542652211,-7.996633066755888,-7.992901440600388,-7.950035336290789,-7.795890603374111,-7.56691221538823,-7.56432567997531,-7.4693401120643745,-7.374522342737303,-7.189027567708698,-7.069145240028378,-6.961147930160426,-6.946751484586729,-6.945498353780379,-6.942847031871008,-6.912392273652756,-6.802996461941834,-6.641374378833308,-6.479935623290534,-6.336999447006307,-6.193273609956853,-6.023059037900783,-5.852967718011982,-5.716959402806454,-5.701426905793214,-5.700074653439601,-5.697738441764229,-5.670900857639434,-5.574366045489134,-5.431256052181585,-5.287909830274068,-5.173531139199198,-5.059232780311664,-4.996342092421962,-4.795144733427437,-4.6596466835211,-4.621970812161255,-4.6186910529501946,-4.61704872826653,-4.592023437946355,-4.443180981872655,-4.28315617453794,-4.122662336479025,-3.9615697952434292,-3.8443037593484144,-3.7266276331137,-3.5661658291757017,-3.4575838879017633,-3.42735620604958,-3.4247246522392807,-3.424375561752374,-3.4203640566312723,-3.4088710306992636,-3.236795223399954,-3.0937534914220395,-2.9509285628557755,-2.8010603413525814,-2.651141740999594,-2.5010000994983943,-2.4391369589390277,-2.4275999774753028,-2.426595664946905,-2.4249514565532757,-2.4060644293407734,-2.338205283462379,-2.1757221151462325,-2.013356051345044,-1.9281719036785852,-1.8433683015275208,-1.6103191105597165,-1.3771583352175567,-1.3582369655678908,-1.3529490028943532,-1.3524886131196028,-1.3512293021718893,-1.3367628538854435,-1.2847567565448341,-1.2792499339469716,-1.078463238557051,-0.8786856360279833,-0.6791876694575263,-0.43585226507507235,-0.19086411483848947,-0.023370647130522042,-0.0399340826826306,-0.041374783323030365,-0.041780116546644194,-0.04642268107074132,-0.05716435581894957,-0.05467720623780954,-0.05124764375552006,-0.04687960080493771,-0.03225007678499375,-0.016639267134371267,-1.5156798833599905e-07
